Unnamed: 0,md_area,idnum,poi_classes,pop10,block_prop_pop,road_length,num_poi,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,BLOCKID10.ss,geocode.b,geocode.bg,geocode.t,GEOID10,GEOID,NAME,FIPS,popACS,State,pop2010,area_km2,popPrcCounty,prc.latino.std,dens.cvap.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,dens.work.std,popDens.std,rate.vbm.std,rate.hisvbm.std,rate.aisvbm.std,rate.yousvbm.std,prc.ElNonReg.std,dens.poll.std,LEP_flag,CarAccess_flag,disab_flag,BelowPoverty_flag,youth_flag,Latino_flag,cvapDens_flag,ElNonReg_flag,BLOCKID10.ind,center_score,droppoff_score,geometry,lks_data,fire_station,library,town_hall,public_building,school,community_centre,arts_centre,college,university,near_node,center_score_cost_adjustment,dropbox_cost_adjustment
1058,6.7851736777749e-05,1141,"['school', 'school']",2210,1181,0.10573504696227802,2.0,-75.9475907982917,40.3596604821752,42,11,200,1014,420110002001014,420110002001014,420110002001,42011000200,420110002001014,42011000200,Census Tract 2 Berks County Pennsylvania,42011,3778,PA,59,0.0251467959940247,0.000143398097423209,0.8982113081703811,0.24639987873275696,0.718887373048355,0.9129149613460659,0.9449749886311959,0.963392451114143,0.96543883583447,0.8368197665605579,0.7483704714264059,0.40260724571775103,1.0,0.274821888737305,0.436486281643171,0.27785356980445697,0.8959375473700171,0,0,0,0,0,0,0,0,420110002001014,0.710845839017735,0.730599948028325,POINT (-75.9475907982917 40.3596604821752),1,0,0,0,0,1,0,0,0,0,136384826,0.5,0.5
1059,6.78514973730585e-05,1142,"['school', 'school']",1120,412,0.0577298676134115,2.0,-75.9381750312934,40.359418837149896,42,11,200,1015,420110002001015,420110002001015,420110002001,42011000200,420110002001015,42011000200,Census Tract 2 Berks County Pennsylvania,42011,3778,PA,0,0.0660676432260154,0.0,0.8982113081703811,0.24639987873275696,0.718887373048355,0.9129149613460659,0.9449749886311959,0.963392451114143,0.96543883583447,0.0,0.0,0.812111565863271,1.0,0.55025011368804,1.0,0.27785356980445697,0.8991208124905259,0,0,0,0,0,0,0,0,420110002001015,0.6619201909959069,0.6755846272115029,POINT (-75.9381750312934 40.3594188371499),0,0,0,0,0,1,0,0,0,0,136507736,0.5,0.5
1060,6.785125723369661e-05,1143,"['post_office', 'school', 'community_centre']",1179,976,0.108568642631838,3.0,-75.92875932973709,40.3591764481675,42,11,400,1020,420110004001020,420110004001020,420110004001,42011000400,420110004001020,42011000400,Census Tract 4 Berks County Pennsylvania,42011,4009,PA,0,0.00502080769934133,0.0,0.8886615128088531,0.2368500833712289,0.886994088221919,0.9033651659845379,0.915795058359861,0.7734576322570871,0.921252084280734,0.0,0.0,0.7842201000454749,1.0,0.49946945581324803,0.593072608761558,0.5691981203577379,0.406927391238442,0,0,0,0,0,0,0,0,420110004001020,0.611914506593906,0.6103880010394339,POINT (-75.92875932973709 40.3591764481675),1,0,0,0,0,1,1,0,0,0,136305903,0.5,0.5
1061,6.785101636054821e-05,1144,"['library', 'public_building']",3478,3098,0.0959004631360988,2.0,-75.91934369382341,40.358933315236,42,11,500,1011,420110005001011,420110005001011,420110005001,42011000500,420110005001011,42011000500,Census Tract 5 Berks County Pennsylvania,42011,3746,PA,34,0.00699028222124279,8.26361917354086e-05,0.949067758071851,0.155828406851599,0.863271183871457,0.921327876307412,0.891844777929362,0.330756404426254,0.795892072154009,0.0,0.873578899499773,0.725557071396089,1.0,0.45460057601940296,1.0,0.0655601030771563,0.81279369410338,0,0,0,0,0,0,0,0,420110005001011,0.6870888282552678,0.699709445852011,POINT (-75.91934369382341 40.358933315236),0,0,1,0,1,0,0,0,0,0,136188278,0.5,0.5
1062,6.78507747536508e-05,1145,"['school', 'library', 'public_building']",3422,2481,0.185061253634101,3.0,-75.90992812375269,40.35868943836329,42,11,600,2052,420110006002052,420110006002052,420110006002,42011000600,420110006002052,42011000600,Census Tract 6 Berks County Pennsylvania,42011,3599,PA,103,0.0136477137692543,0.000250339051433738,0.85743519781719,0.271638623616796,0.976959223889647,0.85743519781719,0.8503865393360621,0.725632863422768,0.319918144611187,0.8758526603001361,0.914127633772927,0.22805820827648896,1.0,0.384113991208125,0.714870395634379,0.35516143701682595,0.9188267394270121,0,0,0,0,0,0,0,0,420110006002052,0.697826663634986,0.7182487710864242,POINT (-75.90992812375269 40.35868943836329),1,0,1,0,1,1,0,0,0,0,136188317,0.5,0.5
1091,6.784344899416949e-05,1174,['fire_station'],596,250,0.0479853704725456,1.0,-75.6369061342631,40.3512934310776,42,11,13100,1033,420110131001033,420110131001033,420110131001,42011013100,420110131001033,42011013100,Census Tract 131 Berks County Pennsylvania,42011,5075,PA,246,0.466577657259658,0.000597897151967957,0.0,0.5465363043807789,0.0,0.24905259966651505,0.0075792026678793405,0.19524026072457198,0.0428224950735183,0.0,0.505911778080946,0.720251629528574,1.0,1.0,0.349173866909201,0.436258905563135,0.948309837805063,1,0,0,1,0,1,0,0,420110131001033,0.42043542519327,0.41903830745577,POINT (-75.6369061342631 40.3512934310776),0,1,0,0,0,0,0,0,0,0,136447421,1.25,1.25
1100,6.786483898861579e-05,1184,['supermarket'],572,170,0.0711508508235853,1.0,-76.1921326954304,40.372880808004396,42,11,10400,3049,420110104003049,420110104003049,420110104003,42011010400,420110104003049,42011010400,Census Tract 104 Berks County Pennsylvania,42011,8021,PA,42,2.10057426133694,0.000102080001555505,0.267545854176141,0.7968773685008341,0.436107321509777,0.440048506897074,0.6337729270880699,0.431180839775656,0.312945278156738,0.0,0.271411247536759,1.0,1.0,1.0,1.0,0.8901773533424279,0.0,0,0,0,0,0,0,0,0,420110104003049,0.573550477489768,0.569074850040061,POINT (-76.1921326954304 40.3728808080044),0,0,0,0,0,0,0,0,0,0,136345294,0.75,0.75
1127,6.785862994351501e-05,1211,,717,61,0.10453531269419501,,-75.9378584170793,40.36661688803421,42,11,300,2002,420110003002002,420110003002002,420110003002,42011000300,420110003002002,42011000300,Census Tract 3 Berks County Pennsylvania,42011,2425,PA,0,0.127274231555423,0.0,0.912460209185994,0.0075792026678793405,0.7521600727603459,0.895861755343338,0.9039715021979692,0.902834621797787,0.82037289677126,0.0,0.0,1.0,1.0,1.0,1.0,0.181067151735637,0.0,0,0,0,0,0,0,0,0,420110003002002,0.642930498711536,0.662741181056324,POINT (-75.9378584170793 40.36661688803421),0,0,0,0,0,0,0,0,0,0,4760962003,0.5,0.5
1128,6.785838969236579e-05,1212,"['post_office', 'community_centre']",365,156,0.0953962318592532,2.0,-75.92844174334721,40.366374473572,42,11,400,1006,420110004001006,420110004001006,420110004001,42011000400,420110004001006,42011000400,Census Tract 4 Berks County Pennsylvania,42011,4009,PA,0,0.0828257918067351,0.0,0.8886615128088531,0.2368500833712289,0.886994088221919,0.9033651659845379,0.915795058359861,0.7734576322570871,0.921252084280734,0.0,0.0,0.7842201000454749,1.0,0.49946945581324803,0.593072608761558,0.5691981203577379,0.9083674397453392,0,0,0,0,0,0,0,0,420110004001006,0.6369865090192509,0.631878288832586,POINT (-75.92844174334721 40.366374473572),1,0,0,0,0,0,1,0,0,0,136305911,0.5,0.5
1129,6.78581487065504e-05,1213,['public_building'],745,530,0.0977892276941607,1.0,-75.91902513527799,40.366131315082704,42,11,500,2000,420110005002000,420110005002000,420110005002,42011000500,420110005002000,42011000500,Census Tract 5 Berks County Pennsylvania,42011,3746,PA,0,0.0480661646692147,0.0,0.949067758071851,0.155828406851599,0.863271183871457,0.921327876307412,0.891844777929362,0.330756404426254,0.795892072154009,0.968773685008337,0.0,1.0,1.0,1.0,1.0,0.0655601030771563,0.0,0,0,0,0,0,0,0,0,420110005002000,0.671485144762771,0.700547326706945,POINT (-75.91902513527799 40.3661313150827),0,0,0,0,1,0,0,0,0,0,136288830,0.5,0.5
1130,6.78579069861039e-05,1214,"['school', 'post_office', 'public_building']",1642,1058,0.0904424723789225,3.0,-75.9096085930724,40.365887412574395,42,11,600,2000,420110006002000,420110006002000,420110006002,42011000600,420110006002000,42011000600,Census Tract 6 Berks County Pennsylvania,42011,3599,PA,347,0.162743456794756,0.000843375250946671,0.85743519781719,0.271638623616796,0.976959223889647,0.85743519781719,0.8503865393360621,0.725632863422768,0.319918144611187,0.9974230710929208,0.7247991511293009,0.28573594057905105,0.0772320751856904,0.357814157950584,0.718811581021677,0.35516143701682595,0.992875549492193,0,0,0,0,0,0,0,0,420110006002000,0.623963544035168,0.632085742437039,POINT (-75.90960859307241 40.36588741257439),1,0,0,0,1,1,0,0,0,0,136441783,0.5,0.5
1131,6.7857664531355e-05,1215,,1813,996,0.0776977656048054,,-75.90019211693071,40.3656427660549,42,11,600,1005,420110006001005,420110006001005,420110006001,42011000600,420110006001005,42011000600,Census Tract 6 Berks County Pennsylvania,42011,3599,PA,59,0.0171773341339678,0.000143398097423209,0.85743519781719,0.271638623616796,0.976959223889647,0.85743519781719,0.8503865393360621,0.725632863422768,0.319918144611187,0.0,0.825678338638775,0.28573594057905105,0.0772320751856904,0.357814157950584,0.718811581021677,0.35516143701682595,0.8587236622707289,0,0,0,0,0,0,0,0,420110006001005,0.5550591177808101,0.5491781978821539,POINT (-75.90019211693071 40.3656427660549),0,0,0,0,0,0,0,0,0,0,135993930,0.75,0.75
1164,6.78728517593394e-05,1252,['fire_station'],594,299,0.0591972239807353,1.0,-76.2295202508042,40.3809614710534,42,11,10400,3044,420110104003044,420110104003044,420110104003,42011010400,420110104003044,42011010400,Census Tract 104 Berks County Pennsylvania,42011,8021,PA,0,0.00450418991909176,0.0,0.267545854176141,0.7968773685008341,0.436107321509777,0.440048506897074,0.6337729270880699,0.431180839775656,0.312945278156738,0.0,0.0,1.0,1.0,1.0,1.0,0.8901773533424279,0.0,0,0,0,0,0,0,0,0,420110104003044,0.539624071547673,0.535148444097967,POINT (-76.2295202508042 40.3809614710534),1,1,0,0,0,0,0,0,0,0,136118621,0.75,0.75
1189,6.78664817984859e-05,1280,['fire_station'],14,5,0.0361280195211068,1.0,-75.9657950678214,40.3745378058937,42,11,10304,3014,420110103043014,420110103043014,420110103043,42011010304,420110103043014,42011010304,Census Tract 103.04 Berks County Pennsylvania,42011,6807,PA,14,1.5748316291831899,3.40266671851683e-05,0.697589813551614,0.7313930574503559,0.7847506442322271,0.708655449446718,0.0726845535849629,0.700848870698803,0.24033651659845398,0.94724874943156,0.250037896013339,0.24549037441261198,1.0,0.132105502501137,0.122555707139609,0.578747915719266,0.9945429740791272,0,0,0,1,0,0,0,0,420110103043014,0.512395785963317,0.525111306004894,POINT (-75.9657950678214 40.3745378058937),0,1,0,0,0,0,0,0,0,0,136231200,0.75,0.75
1193,6.7865524751452e-05,1284,['fire_station'],948,608,0.12329276592535401,1.0,-75.9281240912944,40.373572510797,42,11,12600,2011,420110126002011,420110126002011,420110126002,42011012600,420110126002011,42011012600,Census Tract 126 Berks County Pennsylvania,42011,2425,PA,0,0.16799714439266394,0.0,0.8049113233287859,0.0832196452933151,0.6934970441109599,0.8356828861603759,0.676595422161589,0.687888434136729,0.812869486130059,0.9905259966651508,0.0,0.7316962255570709,1.0,0.30786721236925896,0.6240715476731851,0.6231620433530389,0.9653630438077908,0,0,0,0,0,0,0,0,420110126002011,0.661617022889192,0.67322289352303,POINT (-75.92812409129441 40.373572510797),1,1,0,0,0,0,0,0,0,0,136305826,0.5,0.5
1196,6.78650418196391e-05,1286,"['post_office', 'school']",314,63,0.0446730750533947,2.0,-75.9092889963281,40.3730853985873,42,11,12400,1009,420110124001009,420110124001009,420110124001,42011012400,420110124001009,42011012400,Census Tract 124 Berks County Pennsylvania,42011,6699,PA,68,0.864105815902228,0.000165272383470817,0.8142337426102769,0.6182355616189179,0.9008640291041379,0.7817189631650748,0.53706230104593,0.7553433378808551,0.667348794906776,0.972866454448992,0.3616795513112021,0.0661664392905866,0.116492345005305,0.47430650295588894,0.521903895710171,0.5510838259815071,0.9949977262391999,0,0,0,0,0,0,0,0,420110124001009,0.550377065332727,0.5485398666060329,POINT (-75.9092889963281 40.3730853985873),0,0,0,0,0,1,0,0,0,0,135990467,0.75,0.75
1197,6.78647992514973e-05,1287,['school'],1232,362,0.0641222581620697,1.0,-75.8998715478713,40.3728407263449,42,11,12400,1044,420110124001044,420110124001044,420110124001,42011012400,420110124001044,42011012400,Census Tract 124 Berks County Pennsylvania,42011,6699,PA,246,0.363566156815224,0.000597897151967957,0.8142337426102769,0.6182355616189179,0.9008640291041379,0.7817189631650748,0.53706230104593,0.7553433378808551,0.667348794906776,0.9179930271335459,0.528043049871154,0.0661664392905866,0.116492345005305,0.47430650295588894,0.521903895710171,0.5510838259815071,0.9764286797028948,0,0,0,0,0,0,0,0,420110124001044,0.5661285432772472,0.56360087918751,POINT (-75.8998715478713 40.3728407263449),0,0,0,0,0,1,0,0,0,0,136516070,0.75,0.75
1262,6.787290289124829e-05,1356,,580,358,0.09198095718869198,,-75.9372249922436,40.381013025411704,42,11,12700,2037,420110127002037,420110127002037,420110127002,42011012700,420110127002037,42011012700,Census Tract 127 Berks County Pennsylvania,42011,8855,PA,42,0.11692111258859401,0.000102080001555505,0.618462937698954,0.9305745035622248,0.5089434591480979,0.6788691829619521,0.21911474912839202,0.47809610428982896,0.148931332423829,0.8206002728512959,0.4774897680763979,0.491435500985296,1.0,0.17462482946794,0.6476428679702889,0.18857056237683809,0.8782022131271792,0,0,0,0,0,0,0,0,420110127002037,0.534563058966197,0.564677992160939,POINT (-75.9372249922436 40.3810130254117),0,0,0,0,0,0,0,0,0,0,135960561,0.75,0.75
1263,6.78726624148279e-05,1357,['supermarket'],562,318,0.117634280680431,1.0,-75.9278063735583,40.3807705599619,42,11,12600,2000,420110126002000,420110126002000,420110126002,42011012600,420110126002000,42011012600,Census Tract 126 Berks County Pennsylvania,42011,2425,PA,0,0.126136009717686,0.0,0.8049113233287859,0.0832196452933151,0.6934970441109599,0.8356828861603759,0.676595422161589,0.687888434136729,0.812869486130059,0.997650447172957,0.0,0.7316962255570709,1.0,0.30786721236925896,0.6240715476731851,0.6231620433530389,0.950659390632105,0,0,0,0,0,0,0,0,420110126002000,0.661416174018493,0.6732339375040601,POINT (-75.9278063735583 40.3807705599619),1,0,0,0,0,0,0,0,0,0,136229986,0.5,0.5
1264,6.78724212030871e-05,1358,"['fire_station', 'public_building']",1096,831,0.10527786998465899,2.0,-75.9183878205766,40.3805273503292,42,11,12400,1018,420110124001018,420110124001018,420110124001,42011012400,420110124001018,42011012400,Census Tract 124 Berks County Pennsylvania,42011,6699,PA,36,0.0233031087271366,8.74971441904327e-05,0.8142337426102769,0.6182355616189179,0.9008640291041379,0.7817189631650748,0.53706230104593,0.7553433378808551,0.667348794906776,0.927997574655146,0.64385326663635,0.0661664392905866,0.116492345005305,0.47430650295588894,0.521903895710171,0.5510838259815071,0.632029710474458,0,0,0,0,0,0,0,0,420110124001018,0.564135212975595,0.564217609736027,POINT (-75.9183878205766 40.3805273503292),0,1,0,0,1,0,0,0,0,0,136453426,0.75,0.75
1276,6.78694693369391e-05,1370,"['school', 'school']",176,32,0.0321313273474287,2.0,-75.8053703827137,40.3775507913807,42,11,12900,4091,420110129004091,420110129004091,420110129004,42011012900,420110129004091,42011012900,Census Tract 129 Berks County Pennsylvania,42011,7654,PA,5,0.230363251362832,1.21523811375601e-05,0.39707442777019897,0.7710322874033649,0.209943913900258,0.318629680157647,0.450583598605427,0.10535091708352301,0.19599818099136,0.8368197665605579,0.275579809004093,0.51697741397605,1.0,1.0,0.235864787024405,0.6734879490677579,0.7013036228588749,1,0,0,1,0,1,0,0,420110129004091,0.484576322570866,0.47927201758375,POINT (-75.8053703827137 40.3775507913807),0,0,0,0,0,1,0,0,0,0,1998990150,1.0,1.0
1277,6.786921857183511e-05,1371,"['school', 'school']",60,21,0.0175974770486306,2.0,-75.79595270213659,40.3772979081006,42,11,12900,4082,420110129004082,420110129004082,420110129004,42011012900,420110129004082,42011012900,Census Tract 129 Berks County Pennsylvania,42011,7654,PA,46,2.00490246908539,0.000111801906465553,0.39707442777019897,0.7710322874033649,0.209943913900258,0.318629680157647,0.450583598605427,0.10535091708352301,0.19599818099136,0.992269213278763,0.277777777777778,0.51697741397605,1.0,1.0,0.235864787024405,0.6734879490677579,0.964301955434288,1,0,0,1,0,1,0,0,420110129004082,0.509659693800212,0.504808570995474,POINT (-75.79595270213659 40.3772979081006),0,0,0,0,0,1,0,0,0,0,1998990148,0.75,1.0
1294,6.78648432003231e-05,1388,"['fire_station', 'post_office']",354,143,0.025472311518814,2.0,-75.6358627783003,40.37288505649421,42,11,13302,1009,420110133021009,420110133021009,420110133021,42011013302,420110133021009,42011013302,Census Tract 133.02 Berks County Pennsylvania,42011,6366,PA,105,0.47301348284157596,0.000255200003888762,0.0241776565105351,0.680081855388813,0.269516446869789,0.0,0.250113688040018,0.3029407306351369,0.208428073366682,0.7750492648173409,0.4420948916174021,1.0,1.0,1.0,1.0,0.8777474609671059,0.0,1,0,0,0,0,1,0,0,420110133021009,0.5645539639229951,0.569994532146647,POINT (-75.63586277830029 40.37288505649421),0,1,0,0,0,0,0,0,0,0,136214061,0.75,0.75
1313,6.78849256885805e-05,1410,,122,25,0.0196859883397253,,-76.1347344289777,40.3931314841944,42,11,10400,2056,420110104002056,420110104002056,420110104002,42011010400,420110104002056,42011010400,Census Tract 104 Berks County Pennsylvania,42011,8021,PA,43,1.8753216320342097,0.00010451047778301701,0.267545854176141,0.7968773685008341,0.436107321509777,0.440048506897074,0.6337729270880699,0.431180839775656,0.312945278156738,0.0,0.277701985751099,1.0,1.0,1.0,1.0,0.8901773533424279,0.0,0,0,0,0,0,0,0,0,420110104002056,0.57433681976656,0.569861192316854,POINT (-76.13473442897769 40.3931314841944),1,0,0,0,0,0,0,0,0,0,136152069,0.75,0.75
1324,6.78817067982978e-05,1424,['school'],540,273,0.0389756779463287,1.0,-76.0028471452315,40.3898877088805,42,11,10304,4021,420110103044021,420110103044021,420110103044,42011010304,420110103044021,42011010304,Census Tract 103.04 Berks County Pennsylvania,42011,6807,PA,198,0.6205905837694661,0.00048123429304737996,0.697589813551614,0.7313930574503559,0.7847506442322271,0.708655449446718,0.0726845535849629,0.700848870698803,0.24033651659845398,0.9399727148703959,0.46862210095497997,0.0316810671517357,1.0,0.124071547673185,0.248446263453085,0.578747915719266,0.909125360012127,0,0,0,1,0,0,0,0,420110103044021,0.5172161588600879,0.5323784079343429,POINT (-76.0028471452315 40.3898877088805),0,0,0,0,0,1,0,0,0,0,136373650,0.75,0.75
1331,6.78800432707599e-05,1431,,695,491,0.0866117712288118,,-75.9369081815814,40.3882111121437,42,11,12700,2024,420110127002024,420110127002024,420110127002,42011012700,420110127002024,42011012700,Census Tract 127 Berks County Pennsylvania,42011,8855,PA,85,0.0766318639479186,0.00020659047933852199,0.618462937698954,0.9305745035622248,0.5089434591480979,0.6788691829619521,0.21911474912839202,0.47809610428982896,0.148931332423829,0.988555403971502,0.585417614067,0.491435500985296,1.0,0.17462482946794,0.6476428679702889,0.18857056237683809,0.817113839624072,0,0,0,0,0,0,0,0,420110127002024,0.5575962558738821,0.59066686156045,POINT (-75.9369081815814 40.3882111121437),1,0,0,0,0,0,0,0,0,0,136242291,0.75,0.75
1332,6.78798026816259e-05,1432,"['school', 'supermarket']",417,262,0.0788709098473492,2.0,-75.9274885901185,40.38796862118621,42,11,12500,2022,420110125002022,420110125002022,420110125002,42011012500,420110125002022,42011012500,Census Tract 125 Berks County Pennsylvania,42011,2144,PA,29,0.49804924761931896,7.04838105978485e-05,0.8518265878429592,0.0327421555252387,0.4122328331059569,0.8190844323177199,0.804608155222071,0.8062755798090041,0.226542367742913,0.9946187661058059,0.33666818250720004,0.5616189176898589,1.0,0.49401242989237504,0.61429437623162,0.349552827042595,0.939745338790359,0,0,0,0,0,0,0,0,420110125002022,0.64252122176747,0.668164208839516,POINT (-75.9274885901185 40.38796862118621),1,0,0,0,0,1,0,0,0,0,136229998,0.5,0.5
1333,6.787956135699312e-05,1433,"['school', 'fire_station']",1953,1347,0.17656594812623602,2.0,-75.9180690643796,40.3877253859678,42,11,12800,3061,420110128003061,420110128003061,420110128003,42011012800,420110128003061,42011012800,Census Tract 128 Berks County Pennsylvania,42011,3903,PA,22,0.00419914199490473,5.34704770052644e-05,0.7514021524935579,0.324314082158557,0.562301045929968,0.767849022282856,0.5551765954221619,0.8213581931180841,0.582537517053206,0.0,0.88191602243444,0.7578444747612549,1.0,0.562604214036683,0.729953008943459,0.389798393209034,0.5626800060633621,0,0,0,0,0,0,0,0,420110128003061,0.661977035015916,0.673687336235085,POINT (-75.91806906437959 40.3877253859678),1,1,0,0,0,1,0,0,0,0,136195066,0.5,0.5
1334,6.78793192968978e-05,1434,,1847,1028,0.11532154840485198,,-75.9086496045655,40.3874814064964,42,11,12800,2018,420110128002018,420110128002018,420110128002,42011012800,420110128002018,42011012800,Census Tract 128 Berks County Pennsylvania,42011,3903,PA,0,0.029596724209398,0.0,0.7514021524935579,0.324314082158557,0.562301045929968,0.767849022282856,0.5551765954221619,0.8213581931180841,0.582537517053206,0.982946793997271,0.0,0.422237380627558,1.0,0.2421555252387449,0.459072305593452,0.389798393209034,0.8671365772320749,0,0,0,0,0,0,0,0,420110128002018,0.5623919963619829,0.5848975183524979,POINT (-75.9086496045655 40.3874814064964),1,0,0,0,0,0,0,0,0,0,136391557,0.75,0.75
1346,6.78763572260686e-05,1446,"['school', 'school', 'school', 'school', 'supermarket']",579,190,0.0794933037719072,5.0,-75.7956213019782,40.384495604030704,42,11,12900,4082,420110129004082,420110129004082,420110129004,42011012900,420110129004082,42011012900,Census Tract 129 Berks County Pennsylvania,42011,7654,PA,46,2.00490246908539,0.000111801906465553,0.39707442777019897,0.7710322874033649,0.209943913900258,0.318629680157647,0.450583598605427,0.10535091708352301,0.19599818099136,0.992269213278763,0.277777777777778,0.51697741397605,1.0,1.0,0.235864787024405,0.6734879490677579,0.964301955434288,1,0,0,1,0,1,0,0,420110129004082,0.509659693800212,0.504808570995474,POINT (-75.7956213019782 40.3844956040307),0,0,0,0,0,1,0,0,0,0,135966599,0.75,1.0
1391,6.78904788017621e-05,1494,['fire_station'],34,13,0.0028409049392693697,1.0,-76.0684859982746,40.3987262817377,42,11,10302,2018,420110103022018,420110103022018,420110103022,42011010302,420110103022018,42011010302,Census Tract 103.02 Berks County Pennsylvania,42011,2999,PA,22,0.589691957681261,5.34704770052644e-05,0.556389267849022,0.176671214188267,0.357738365923905,0.565408519023799,0.280354706684857,0.320524480824617,0.13028649386084598,0.8368197665605579,0.30513869940882205,0.587236622707291,1.0,1.0,0.556389267849022,0.650826133090799,0.8169622555707142,0,0,0,0,0,0,0,0,420110103022018,0.5633810823101411,0.5692078650468829,POINT (-76.0684859982746 40.3987262817377),0,1,0,0,0,0,0,0,0,0,136141506,0.75,0.75
1401,6.788790394618549e-05,1505,,1762,1068,0.20065331259617197,,-75.9648533911781,40.3961322943753,42,11,12700,5003,420110127005003,420110127005003,420110127005,42011012700,420110127005003,42011012700,Census Tract 127 Berks County Pennsylvania,42011,8855,PA,151,0.0721291045337231,0.000367001910354315,0.618462937698954,0.9305745035622248,0.5089434591480979,0.6788691829619521,0.21911474912839202,0.47809610428982896,0.148931332423829,0.0,0.7201000454752159,0.590040927694407,1.0,0.41753827497347296,0.35349401242989203,0.18857056237683809,0.9739275428224948,0,0,0,0,0,0,0,0,420110127005003,0.510540776110353,0.521515623984928,POINT (-75.9648533911781 40.3961322943753),0,0,0,0,0,0,0,0,0,0,136231683,0.75,0.75
1403,6.78874262216495e-05,1507,,1936,1086,0.133701044649085,,-75.9460119353808,40.39565098319171,42,11,12700,1003,420110127001003,420110127001003,420110127001,42011012700,420110127001003,42011012700,Census Tract 127 Berks County Pennsylvania,42011,8855,PA,520,0.22345600971743398,0.00126384763830625,0.618462937698954,0.9305745035622248,0.5089434591480979,0.6788691829619521,0.21911474912839202,0.47809610428982896,0.148931332423829,0.7750492648173409,0.7471577989995449,0.23086251326360505,1.0,0.351599211762923,0.31226314991662896,0.18857056237683809,0.9946187661058059,0,0,0,0,0,0,0,0,420110127001003,0.5217996816734879,0.544105004439247,POINT (-75.9460119353808 40.39565098319171),0,0,0,0,0,0,0,0,0,0,1516638780,0.75,0.75
1405,6.788694555361489e-05,1509,['school'],583,370,0.107320507988349,1.0,-75.9271707409548,40.39516669458929,42,11,12500,2047,420110125002047,420110125002047,420110125002,42011012500,420110125002047,42011012500,Census Tract 125 Berks County Pennsylvania,42011,2144,PA,37,0.0540429177366146,8.99276204179447e-05,0.8518265878429592,0.0327421555252387,0.4122328331059569,0.8190844323177199,0.804608155222071,0.8062755798090041,0.226542367742913,0.8688040018190091,0.529558890404729,0.5616189176898589,1.0,0.49401242989237504,0.61429437623162,0.349552827042595,0.592542064574807,0,0,0,0,0,0,0,0,420110125002047,0.639836289222374,0.6660720782173709,POINT (-75.92717074095479 40.39516669458929),1,0,0,0,0,1,0,0,0,0,136401838,0.5,0.5
1406,6.788670411620838e-05,1510,"['school', 'fire_station']",2114,1137,0.152860610788553,2.0,-75.91775024225791,40.39492343377579,42,11,12800,3000,420110128003000,420110128003000,420110128003,42011012800,420110128003000,42011012800,Census Tract 128 Berks County Pennsylvania,42011,3903,PA,69,0.0442112382715307,0.000167702859698329,0.7514021524935579,0.324314082158557,0.562301045929968,0.767849022282856,0.5551765954221619,0.8213581931180841,0.582537517053206,0.848415946642413,0.645823859329999,0.7578444747612549,1.0,0.562604214036683,0.729953008943459,0.389798393209034,0.941261179323935,0,0,0,0,0,0,0,0,420110128003000,0.7150257692890709,0.7367581584703,POINT (-75.91775024225791 40.39492343377579),1,1,0,0,0,1,0,0,0,0,136344720,0.5,0.5
1418,6.78837494840017e-05,1522,['school'],155,48,0.0161577503329116,1.0,-75.80470945903741,40.39194624849429,42,11,12900,4020,420110129004020,420110129004020,420110129004,42011012900,420110129004020,42011012900,Census Tract 129 Berks County Pennsylvania,42011,7654,PA,148,1.85110186876515,0.000359710481671779,0.39707442777019897,0.7710322874033649,0.209943913900258,0.318629680157647,0.450583598605427,0.10535091708352301,0.19599818099136,0.948385629831742,0.36304380779142,0.51697741397605,1.0,1.0,0.235864787024405,0.6734879490677579,0.9599818099135972,1,0,0,1,0,1,0,0,420110129004020,0.516810671517356,0.511332153143204,POINT (-75.80470945903741 40.39194624849429),0,0,0,0,0,1,0,0,0,0,136202944,0.75,1.0
1419,6.78834984841574e-05,1523,"['school', 'supermarket']",638,163,0.0411696898122956,2.0,-75.79528983328629,40.391693312006296,42,11,12900,5073,420110129005073,420110129005073,420110129005,42011012900,420110129005073,42011012900,Census Tract 129 Berks County Pennsylvania,42011,7654,PA,115,0.261292653530243,0.000279504766163882,0.39707442777019897,0.7710322874033649,0.209943913900258,0.318629680157647,0.450583598605427,0.10535091708352301,0.19599818099136,0.9772623919963621,0.491966045172048,0.51697741397605,1.0,1.0,0.235864787024405,0.6734879490677579,0.7279066242231321,1,0,0,1,0,1,0,0,420110129005073,0.523487949067758,0.5201002620238641,POINT (-75.79528983328629 40.3916933120063),0,0,0,0,0,1,0,0,0,0,136314460,0.75,0.75
